名称,商品条码,规格,总销量,销售价,进货价
【加厚杯底】玻璃子弹杯 30ml一口杯厚底家用白酒杯烈酒杯吞杯酒具杯子/个,3006018816517,1个,0,1.8,1.1
【新款多功能跑步腰包】男女运动包水壶包户外健身马拉松可放置水壶手机包解放双手轻装上阵／个,3006017519341,水壶款腰包-黑色*1个,0,9,3.8
吉他专用拨弦片 电吉他拨片尤克里里赛璐璐Pick拨片弹片民谣木吉他自选厚度速弹扫弦／个,3006000408546,磨砂面1.2mm,0,0.7,0.22
新品防走光裹胸 无肩带内衣背心一字抹胸女士内衣背心女胸衣学生无胸贴款/件（颜色可选）,3005977144518,黑色4.0均码,0,7.8,2.7
运动弹力绷带宠物迷彩自粘绷带定制弹性无纺布护指绷带自黏定做,3005958535410,湖蓝7.5cm*4.5m一卷,0,3,1.6
新品防走光裹胸 无肩带内衣背心一字抹胸女士内衣背心女胸衣学生无胸贴款/件（颜色可选）,3005955483110,白色4.0均码,0,7.8,2.7
【商务正装衬衫】男士白色衬衫男长袖衬衫男衬衣纯色职业正装修身商务休闲伴郎结婚正装衬衫男/件,3005939261017,XL码【建议120-140斤】*1件,0,21.5,12
铜线灯串 三挡闪光LED彩灯生日送女友礼物房间布置户外露营摆摊氛围装饰彩灯自带电池／条,3005929031286,4.8V200cm暖色20灯,0,1.5,1.1
新款扎染裤子男士直筒裤宽松百搭阔腿裤美式重磅卫裤痞帅休闲裤长裤子 黑色/件,3005928902617,黑色M,0,29.4,18.5
全新气泡袋泡沫袋 加厚防震快递打包装气泡膜垫泡沫垫快递包装袋/张(规格可选),3005921047414,30cm×40cm*1张,0,0.5,0.3
【1.5米22磅瑜伽拉力带】练肩膀开背部瑜伽带伸展健身弹力带男女士翘臀拉伸阻力带／条,3005918870544,一条,0,3.5,2
【简约拖鞋】拖鞋女夏季室外拖鞋软底舒适凉拖鞋居家室内拖鞋浴室洗澡情侣拖鞋男/双,3005900690433,黑色44-45码*1双【建议43-44】,0,7.2,3.2
【柔韧抗拉】洗衣机网袋 多规格可选细网衣物拉链洗衣机洗护袋洗衣袋网眼衣物细网袋网兜/个,3005892927524,40*50cm*1个(毛衣、裤子等),0,3.5,1.2
俏美人四季男女大码收腹带束腰封透气塑身美体瘦肚子产后产妇衣服黑色 1件,3005891076612,黑色XXXL,0,11.4,6.6
品牌随机 莫代尔三分裤打底裤 冰丝无痕防走光安全裤女夏／条（冰丝平口）,3005889697683,白色【莫代尔】L码 85-115斤,0,7.7,3.6
【规格可选】软手柄钩针 毛线针diy编织工具单头彩色软柄有柄钩针毛衣针/根(颜色随机）,3005880381512,3.0mm,0,2,0.7
棉柔洗碗布 30*30cm棉柔抹布洗碗巾厨房不沾油抹布不掉毛清洁巾擦桌洗碗厨房清洁用品张,3005879644215,30*30cm*1张,0,1.2,0.6
【勺盖一体】玻璃调料瓶 厨房调料罐密封防潮调味罐调料组合套装瓶罐盐味精调料盒/个,3005878958016,1个,0,2.7,1.3
【鞋大改小】运动鞋后跟贴男女鞋大改小防掉跟防磨脚后跟贴鞋贴调鞋码半码垫/对,3005875117416,黑色薄款3mm*1对,0,1.2,0.4
【颜色可选】拉菲草100g 礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫/包,3005854127467,6#粉紫色100克一包,0,3.6,2.4
赵露思同款韩国女高老爹鞋新款百搭网面透气ins潮超火厚底休闲运动鞋 银色 /1双,3005827185449,液态银39,0,64.8,30.7
【23cm足球敏捷多功能训练标志桶】雪糕筒锥型桶标志锥校园篮球训练器障碍桶路障桶／个,3005807286715,一个,0,2.1,1.3
【加厚杯身】一次性咖啡杯带盖 400ml豆浆杯双层热饮杯牛皮纸奶茶杯打包杯纸杯直饮杯/个,3005790267784,400ml*1个,0,0.8,0.5
通用全自动半自动波轮洗衣机排水管 洗菜盆下水管延长管厨房出水软管／条,3005788783517,排水管-加卡箍-0.8米-1根,0,4.1,1.8
【袜子】优选 新款洛丽塔JK女袜子学生学院中筒配玛丽珍皮鞋子夏季花边日系公主/双,3005785826019,黑色均码,0,2,1.2
中筒袜 纯色简约休闲百搭学生长袜柔软舒适袜子 均码／双（颜色可选）,3005779536436,奶黄,0,2.3,0.8
沉香檀香盘香48片 老山檀香沉香盘香艾草房间室内香薰卧室辅眠盘香厕所卫生间除臭香薰持久/盒,3005773149212,圆盒48单盘-檀香,0,5.9,2.9
快递物流搬家纸箱 打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个,3005761148746,3号（43*21*27cm）,0,3.6,1.79
玻星G01D透明烟灰缸灰色/蓝色 玻璃轻奢创意家用客厅办公室烟缸,6971970821879,蓝色,0,5.1,4.3
新款扎染裤子男士直筒裤宽松百搭阔腿裤美式重磅卫裤痞帅休闲裤长裤子 黑色/件,3005754413967,黑色2XL,0,29.4,18.5
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,3005726611612,黑色透气款D罩杯*1对,0,4.9,1.7
【成人运动护膝护肘护脚踝护腕护肘】薄款篮球羽毛球健身运动骑行护具套装男女跳舞蹈防护／双,3005726391774,蓝色护膝（1双）,0,6,2.4
高颜值硅胶锅铲汤勺漏勺 家用不伤锅具硅胶铲子汤勺勺子漏勺炒菜煎铲子耐高温厨具/把,3005723058113,汤勺*1个,0,5.3,2.3
奶油波点内裤 法式复古冰丝少女内裤性感蕾丝抗菌裆无痕甜美学生女士三角裤/条,3005720058048,粉色L码【建议100—120斤】,0,5.9,2.6
【菠萝格毛巾】珊瑚绒洗脸巾 35x75cm柔软毛巾加大加厚吸水家用洗脸洗澡面巾／条,3005719313318,粉色35*75cm【毛巾】,0,4.8,1.88
女生大码内裤女士莫代尔中腰无痕不夹臀桑蚕丝抑菌裆透气女式三角短裤/条,3005717647491,浅粉M,0,9,4.5
透明无痕胶60片 装饰品专用胶无痕贴盒装节庆布置免打孔双面胶春联双面贴婚车婚房不残留／盒,3005692830314,1盒装（60片）,0,1.5,0.6
马丁靴男高帮英伦风切尔西靴潮鞋工装 春季机车黑色男鞋/双,3005688078034,ZQ02黑色40,0,36,27.5
毛毛抹胸连衣裙修身收腰显瘦性感辣妹纯欲气质高级感女士裙装内搭背心短裙子 黑色/1件,3005679842712,黑色L,0,27,12.6
泡茶袋 中药一次性煎药过滤袋 煲烫袋 卤料袋调料包袋／个,3005664846619,1个*18x20,0,0.3,0.1
【沙氏跳绳】小学生体育运动绳子初学者专用竞速跳绳不打结中学考试专业儿童跳绳／个,3005655200611,蓝色一个,0,14.3,5
便携式 小镜子随身化妆补妆,3004499364114,A2022(紫色）*1个,0,1.5,0.9
硅胶胸贴  胸垫乳头贴无肩带内衣防走光乳晕贴隐形婚纱硅胶胸贴女固态乳贴4对/ 盒,3005646976891,规格:7cm花形*4对,0,10.7,4.3
鲜花包装纸全透明玻璃纸花束包装纸手工DIY包花纸烘焙包装纸/张（2-3cm误差 介意勿拍）,3005645582635,54*54cm一张,0,0.3,0.2
庭园腿部经络按摩器360度包裹均匀受力疏通大小腿美腿器滚轮按摩器环形夹放松肌肉瘦腿器／个,3005636538832,环形按摩器-灰粉色,0,7.7,4.7
便携式 小镜子随身化妆补妆,3009271870043,A2022(蓝色）*1个,0,1.5,0.9
便携式 小镜子随身化妆补妆,3005628331588,A2022(黄色）*1个,0,1.5,0.9
【规格可选】加厚PE自封袋 透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋/个,3005627998614,8×12cm*1个,0,0.1,0.1
【编织帆布皮带】 免打孔男女腰带无孔方扣皮带韩版潮流时尚个性编织单圈裤腰带三色可选/条,3005622479613,灰色宽2.5cm长105cm,0,10.2,4.2
假屁股丰臀内裤提臀收腹裤塑形体大无痕神器加垫蜜桃美臀高腰1件,3005617692027,肤色M码75-95斤,0,29.4,15
便携式 小镜子随身化妆补妆,3001866645715,A2022(粉色）*1个,0,1.5,0.9
410不锈钢十字扁头自钻螺丝钉 M5.5钻尾螺丝钉自攻燕尾钉钻尾钉／个,3005604636232,M5.5*32-1只,0,0.3,0.2
便携式 小镜子随身化妆补妆,3006574702033,A2021(紫色）*1个,0,1.5,0.9
便携式 小镜子随身化妆补妆,3002013642441,A2021(蓝色）*1个,0,1.5,0.9
便携式 小镜子随身化妆补妆,3002087564717,A2021(黄色）*1个,0,1.5,0.9
便携式 小镜子随身化妆补妆,3008168710325,A2021(粉色）*1个,0,1.5,0.9
【7寸／8寸】景德镇 竖纹防滑轻奢家用陶瓷餐具 盘子 饭盘／个,3005585945217,8英寸玄月圆盘【1个】,0,7,5.6
伊佳亲 儿童一次性内裤男童无菌短裤 柔软免洗户外旅行便捷三角内裤/条,3005525008613,男童三角白色【1条装】S【60斤-80斤】,0,2.1,1.3
无痕内衣女无钢圈一体式美背聚拢文胸少女内衣收副乳文胸夏季显小 奶白色/件,3005491524049,奶白色XL【38/ABC】,0,13.8,7.4
【浩源三星级训练用乒乓球】高弹力耐打好用新材料ABS黄色白色户外兵乓球／个,3005487294017,黄色一个,0,0.4,0.3
半掌冰丝船袜 高跟鞋袜子女夏季薄款半截防滑不掉跟脚掌吊带隐形半掌船袜/双,3005464828358,1双白色（凉感冰丝，隐形吊带）均码,0,2.1,1.2
【速干冰丝】女士内裤速干冰丝蕾丝内裤女性感新款纯棉裆女士透气少女纯欲薄款短裤/条,3005450198014,浅粉XL,0,6.3,2.2
地贴防滑警示贴 小心台阶小心地滑提示贴地贴警示贴PVC楼梯标识贴警示安全标识贴/张,3005441129317,小心台阶一张,0,1.2,0.5
无烟圆形蜡烛 节日氛围装饰求婚告白布置非香薰蜡烛酥油茶蜡家用长明灯/个,3005429154645,白色/1粒,0,0.3,0.2
【紫色连衣裙】蕾丝开衫包臀鱼尾裙吊带连衣裙两件套装御姐风情万种的裙子/条,3005425708613,紫色套装XL,0,53.4,35.7
【无痕中腰内裤】女士性感日系裆布棉透气中腰塑身少女三角内裤女夏季无痕内裤/条,3005416139693,黑色XL【120-140斤】,0,6,2.5
【简约厚底拖鞋女】夏季室内拖鞋浴室居家情侣拖鞋拖鞋男外穿/双（新老款随机）,3005414462786,白色42-43码*1双,0,10.8,5.5
【柔韧抗拉】洗衣机网袋 多规格可选细网衣物拉链洗衣机洗护袋洗衣袋网眼衣物细网袋网兜/个,3005411236830,50*60cm*1个(外套、风衣等),0,4,1.4
【4c认证】电动车头盔 男女四季通用防风保暖摩托车头盔防护头部电动车轻便半盔/个,3004631482218,卡其色,0,19.2,12.6
增高厚底小白鞋赵露思同款增高小香风约5CM高级板鞋新款女士休闲鞋百搭校园风鞋子 /双,3005384674974,白色36,0,43.6,25.6
镀锌六角螺母 4.8级螺丝螺母螺帽M4-M8螺栓六角螺母/颗,3005364684276,M8一个,0,0.1,0.1
品牌随机 莫代尔三分裤打底裤 冰丝无痕防走光安全裤女夏／条（冰丝平口）,3005364481011,肤色【莫代尔】XL码 115-135斤,0,7.7,3.9
厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣 【两色可选】/套,3005358205951,黑色A罩杯,0,19.5,6.8
一次性食品袋 13*19cm/个点心包装袋防油牛皮纸袋面包包装袋机封半膜纸袋饼干打包袋子,3005344368936,牛皮纸袋*1个,0,0.3,0.1
【女士运动内裤】高弹中腰运动内裤女收腰提臀少女内裤无痕透气抑菌裆女士内裤/条,3005335432011,白色L码80-110斤,0,5.9,3.6
古风发夹绢纱花朵对夹粉色薄纱夹子仙气古装边夹发饰烫花汉服头饰/个,3005335001392,花雾古风夹子*1个,0,10.8,4.5
俏美人四季男女大码收腹带束腰封透气塑身美体瘦肚子产后产妇衣服黑色 1件,3005329784614,黑色S,0,11.4,6.6
【可重复使用】纯棉纱布袋过滤袋 大料煲汤袋泡脚袋中药热敷药茶隔渣袋棉布煎药袋／个,3005329746612,18CMx20CM*1个,0,1.8,0.7
【五分鲨鱼裤】紧身口袋手机收腹提臀瑜伽裤健身骑行外穿夏季薄款运动芭比打底裤／件,3005312597085,黑色XL（适合130~155斤）,0,15,8.7
【藏青/黑色可选】精品帆布手提公文袋双层拉链文件袋资料文件包男女通用办公收纳公文包/个,3005302311714,藏青色,0,9,4.4
八爪鱼电动车手机支架 车载支架摩托车导航支架电动电瓶车机车骑行防震减震架／个（需自行安装）,3005299809997,车把款,0,8.1,3.98
女生大码内裤女士莫代尔中腰无痕不夹臀桑蚕丝抑菌裆透气女式三角短裤/条,3005299391447,浅粉XL,0,9,4.5
【超火奶油风】32寸生日气球网红ins奶油色大数字铝膜生日派对装饰布置/个（数字可选）,3005284124784,32寸数字奶油色 1,0,2.9,1.1
【儿童游泳救生衣】儿童游泳浮力救生背心中小童通用初学者游泳装备专业充气马甲救生衣／件,3005257465340,小号一件,0,17.9,7.3
辈儿香八爪烧酱爆肉味200g,6937821527109,200g*1袋,0,4.9,4.1
【五分鲨鱼裤】紧身口袋手机收腹提臀瑜伽裤健身骑行外穿夏季薄款运动芭比打底裤／件,3005237864118,黑色M（适合80~105斤）,0,15,8.7
【双层气囊阀门】加厚卡通水晶双层游泳圈儿童游泳圈成人游泳圈充气游泳圈救生圈／个（未充气）,3005210426739,60#【蓝色】,0,5.9,4.3
日系薄款少女内裤女士中腰蕾丝边无痕简约甜美透气冰丝内裤三角裤 /1条,3005187115384,白色XL,0,5.9,2.3
蚊香盘托 蚊香底盘家用锯齿网格卧室防火蚊香盘香薰盘接灰盘支架野钓户外蚊香架／个,3005184252310,不带盖蚊香盘,0,0.9,0.5
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,3005173026014,鞋码36-37建议35-36脚绿色∵,0,8.4,3.8
【大号浴巾】菠萝格浴巾 70×140cm可穿可裹柔软吸水加厚舒适吸水成人家用洗澡浴巾／条,3005169623111,米白色70*140cm【浴巾】,0,11.3,6.08
【规格可选】加厚PE自封袋 透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋/个,3005168190515,10×20cm*1个,0,0.3,0.1
【红底漆皮高跟鞋】增高9cm黑色高跟鞋女7cm细跟春秋尖头高跟鞋性感职业工作浅口单鞋女/双,3005167198611,黑色红底9cm39,0,42,24.5
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3005157832716,白色-常规XL,0,17.4,9.1
【速干冰丝】女士内裤速干冰丝蕾丝内裤女性感新款纯棉裆女士透气少女纯欲薄款短裤/条,3005155613119,浅蓝L,0,6.3,2.2
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,3005153162497,黑色透气款C罩杯*1对,0,4.9,1.7
小黄鱼膨胀螺丝钉 自攻螺丝钉塑料膨胀螺丝小黄鱼尼龙膨胀螺栓胀塞胀管带钉套装/套,3005090352258,M8*60,0,0.3,0.2
小黄鱼膨胀螺丝钉 自攻螺丝钉塑料膨胀螺丝小黄鱼尼龙膨胀螺栓胀塞胀管带钉套装/套,3004194250316,M6*30,0,0.1,0.1
【EVA瑜伽砖】120g练功砖成人儿童舞蹈砖块瑜伽砖密度泡沫砖彩砖120g／块,3005137525720,粉色120g,0,7.2,4
【悬挂收纳】双层沥水篮 塑料镂空沥水淘米多用沥水篮滴水篮北欧双层洗菜篮/个,3005104727560,随机颜色*1个,0,3,1.8
【无核口哨】送护齿收纳盒手绳挂绳四合一篮球专用裁判口哨户外训练救生高音专业比赛海豚哨／个,3005073696119,海豚哨黑【送4配件】,0,4.7,2.3
【高透密封】密封罐坚果干果塑料罐子 大口径带盖透明塑料瓶零食糖果收纳防潮罐子/个,3005071630412,直径65高度100mm*1个,0,1.2,0.8
【休闲运动衣健身衣】户外运动短袖骑行紧身衣夏季男健身房篮球足球训练跑步服短袖／件,3005070282476,L,0,15.6,9.2
【200克纯棉短袖】100%纯棉重磅短袖t恤男女同款打底衫短袖纯色黑色短袖情侣运动短袖/件,3005068146636,短袖 A85 白色M,0,9.5,3.3
【儿童游泳救生衣】儿童游泳浮力救生背心中小童通用初学者游泳装备专业充气马甲救生衣／件,3005066685816,大号一件,0,17.9,10.6
【小巧便携】伴雨人 非一次性雨衣 压缩卡片雨衣便携式透明雨披户外成人儿童男女均码雨衣／件,3005051467311,随机发1个装均码,0,0.9,0.5
半掌冰丝船袜 高跟鞋袜子女夏季薄款半截防滑不掉跟脚掌吊带隐形半掌船袜/双,3005050985779,1双黑色（凉感冰丝，隐形吊带）均码,0,2.1,1.2
镀锌六角螺母 4.8级螺丝螺母螺帽M4-M8螺栓六角螺母/颗,3005048036759,M10一个,0,0.3,0.2
购物袋透明手提袋 50只一次性袋子优质加厚笑脸背心大袋食品袋包装袋多用途／打包袋份,3005022945015,30*48--50只/扎加厚--5丝,0,7.5,4.5
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,3004997117243,咖啡色XL,0,17.4,9.1
【男女同款】拖鞋夏季女款踩屎感加厚室内家居家用洗澡防滑防臭eva踩屎感凉拖男款/双,3004983418019,鞋码44-45建议43-44脚黑色-面包,0,7.8,3.6
薄款防晒露指手套采摘防护男女夏季打包分拣劳保手套防晒手套 黑色/双,3004979148371,漏二指黑色,0,1.8,0.6
女士冰丝内裤 日系夏季无痕超波少女透气 三角内裤/条（黑色L 80-120斤）,3004973551313,1条,0,5.7,2.9
食品级304不锈钢汤勺 35.5cm防烫木柄汤勺家用厨房餐具盛汤长柄木柄大汤勺子/把,3004970829118,不锈钢汤勺*1个,0,6.6,2.3
方底牛皮纸袋 汉堡包装袋烘焙面包袋收纳早餐肉夹馍防油外卖打包袋/个,3004956244010,特大号【24*13*8cm】,0,0.6,0.2
【紫色连衣裙】蕾丝开衫包臀鱼尾裙吊带连衣裙两件套装御姐风情万种的裙子/条,3004950078116,紫色套装S,0,53.4,35.7
伴雨人 非一次性防雨鞋套pvc加厚户外雨靴套防水防滑雨鞋套/双,6975252925552,1双*1包,0,5.8,2
小麦秸秆塑料碗饭碗家用泡面碗 创意面碗汤碗／个（颜色随机）,3004891077612,17cm碗蓝,0,3.6,1.6
精选 男士内裤 男平角裤运动透气纯棉裆大码底裤衩四角裤/条（规格可选）,3004870756415,2XL【130-150斤】1条,0,4.4,2.8
车载香片 车用扩香香薰衣柜衣橱汽车香片挂件车用香水挂饰固体摆件／个,3004817878743,不含丝带香片随机*1个,0,1.1,0.5
【简约厚底拖鞋女】夏季室内拖鞋浴室居家情侣拖鞋拖鞋男外穿/双（新老款随机）,3004784332712,黑色44-45码*1双,0,10.8,5.5
日系女士内裤无痕简约少女日韩风可爱学生中腰透气女士三角裤内裤女颜色随机/条,3004778673715,灰色XL【125-155斤】,0,4.1,1.6
【跳舞海绵护膝】保暖排球舞蹈护膝跪地防碰撞运动防护护具练功加厚滑雪护具运动骑行护膝／副,3004761099515,L码,0,7.2,4.6
【AMUSI运动防滑粉】健身训练羽毛球单杠体操攀岩止滑粉滑石粉吸汗防滑200ml／瓶,3004760122016,一瓶,0,7.5,3.5
【女士运动内裤】高弹中腰运动内裤女收腰提臀少女内裤无痕透气抑菌裆女士内裤/条,3004734166213,白色XL 110-140斤,0,5.9,3.6
