内部商品名称,内部规格,内部条码,内部销售价,总销量,进货价,外部商品名称,外部规格,外部活动价,外部原价,匹配结果,商品分类,线上原价,线上活动价,定价类型,线下价格
【超火奶油风】32寸生日气球网红ins奶油色大数字铝膜生日派对装饰布置/个（数字可选）,32寸数字奶油色 3,3008873596511,2.9,0,1.1,奶油色32寸生日数字气球0-9可选铝膜儿童生日周岁派对装饰布置拍照道具/个,数字0,3.5,3.5,模糊匹配,C,3.5,3.5,普通商品(中毛利),2.2
免驱动usb无线网卡台式电脑wifi接收器笔记本外置迷你150m发射器,0,3008858209030,13.1,0,4.8,亮科无线网卡台式机usb接收器台式电脑150M驱动板1个／份,,14.8,14.8,模糊匹配,C,14.9,14.9,普通商品(中毛利),8.9
踩屎感boost内增高鞋垫男女不累脚防臭透气爆米花全垫增高鞋垫/双,3.5cm 43-44,3008853604113,5.4,0,3.9,,,,,无匹配,C,13.9,9.9,普通商品(中毛利),8.5
刮痧板拨筋棒面部亚克力脸珢部拔经美容棒三角心形刮痧片仿牛角/份,美容板,3008835912465,3.5,0,1.2,,,,,无匹配,C,4.2,3.2,普通商品(中毛利),2.5
【U型凹槽】大号别针 规格可选固定衣服扣针保险曲别针回形针型锁针隐形衣服固定针/个,45mm*1个,3008826383212,0.4,0,0.2,【U型凹槽】大号别针规格可选固定衣服扣针保险曲别针回形针型锁针隐形衣服固定针／个,2号*1个【长36mm】,0.4,0.5,模糊匹配,C,0.5,0.5,普通商品(中毛利),0.5
【圆润针头】双尖碳化毛衣针 尺寸可选编织用针竹针围巾编织针棒针衣织针双头毛线针鞋针/对,8.0MM*1对,3008815576328,2.1,0,1.1,【圆润针头】双尖碳化毛衣针尺寸可选编织用针竹针围巾编织针棒针衣织针双头毛线针鞋针／对,4.0MM*1对,2.8,3.5,模糊匹配,C,3.5,2.9,普通商品(中毛利),2.2
【U型凹槽】大号别针 规格可选固定衣服扣针保险曲别针回形针型锁针隐形衣服固定针/个,30mm*1个,3008788377397,0.2,0,0.1,【U型凹槽】大号别针规格可选固定衣服扣针保险曲别针回形针型锁针隐形衣服固定针／个,0号*1个【长26mm】,0.1,0.2,模糊匹配,C,0.2,0.2,普通商品(中毛利),0.2
【改短固定夹】多色可选裤子裤脚改短神器衣服袖子免钉扣挽边裤脚扣收口器收腿扣磁吸免缝扣/个,黑色*1个,3008787590315,1.1,0,0.7,【改短固定夹】多色可选裤子裤脚改短神器衣服袖子免钉扣挽边裤脚扣收口器收腿扣磁吸免缝扣／个,金色*1个,1.45,1.8,模糊匹配,C,1.9,1.5,普通商品(中毛利),1.2
【多规格可选】飞机盒 打包快递纸盒三层加硬飞机纸盒正方形纸盒纸箱包装盒/个,20*14*4cm*1个,3008769342611,0.5,0,0.4,【多规格可选】飞机盒打包快递纸盒三层加硬飞机纸盒正方形纸盒纸箱包装盒／个,长15×宽10×高4cm*1个,0.01,0.5,模糊匹配,C,0.5,0.2,普通商品(低毛利),0.5
【简约耐用】不锈钢勺子 家用长柄圆头勺吃饭勺子西瓜勺汤勺创意搅拌勺调羹汤匙/把,1把,3008769289824,2.1,0,1.0,【简约耐用】不锈钢勺子家用长柄圆头勺吃饭勺子西瓜勺汤勺创意搅拌勺调羹汤匙／把,1把*1份,2.8,3.5,模糊匹配,C,3.5,2.9,普通商品(中毛利),2.2
【高腰弹力紧身瑜伽鲨鱼裤】黑色瑜伽服女蜜桃提臀裤健身裤跑步外穿速干运动瑜伽鲨鱼裤／条,黑色九分2XL建议【140-160斤】,3008737472012,17.9,0,8.1,【高腰弹力紧身瑜伽鲨鱼裤】黑色瑜伽服女蜜桃提臀裤健身裤跑步外穿速干运动瑜伽鲨鱼裤／条,X瑜伽裤黑色XL码,18.0,29.8,模糊匹配,C,29.9,18.2,普通商品(中毛利),17.9
【一次性锡纸盘】食用级铝箔碗空气炸锅锡纸盒 铝箔餐盒家用烧烤盘烤箱烘焙锡纸碗盘／个,8寸锡纸盘一个,3008730587119,0.4,0,0.3,,,,,无匹配,C,1.2,0.9,普通商品(中毛利),0.9
【颜色可选】拉菲草100g 礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫/包,19#香槟色100克一包,3008728884510,3.6,0,2.4,【颜色可选】拉菲草100g礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫／包,粉色*1包,3.8,6.0,模糊匹配,C,6.2,3.9,普通商品(中毛利),3.9
【颜色可选】拉菲草100g 礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫/包,2#大红色100克一包,3008718916313,3.6,0,2.5,【颜色可选】拉菲草100g礼盒礼袋伴手礼包装装饰填充物大包拉菲草碎纸丝水果盒铺草垫／包,粉色*1包,3.8,6.0,模糊匹配,C,6.2,3.9,普通商品(中毛利),3.9
白丝蝴蝶结过膝纯欲风jk高长筒袜子女ins性感蕾丝花边中筒大腿袜薄款美腿 /双,蕾丝蝴蝶结-白均码（适合80-160斤密发货,3008711056290,4.2,0,1.7,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),4.9
大型挖掘装载车,黄色合金挖掘机（不带声光功能）袋装 300g,3005559624117,25.5,0,15.2,,,,,无匹配,C,53.2,38.2,普通商品(中毛利),31.9
笑脸胸章笑脸员工牌笑脸徽章卡通胸针创意幼儿园儿童徽章/个,,3005742813274,0.8,0,0.52,,,,,无匹配,C,1.9,1.5,普通商品(中毛利),1.2
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,黑色-常规L,3008688651856,17.4,0,9.1,,,,,无匹配,C,31.9,22.9,普通商品(中毛利),19.2
【港风镂空美背】港风辣妹后背镂空美背吊带背心女设计感带胸垫打底外穿短款上衣/件,灰色均码【建议体重75-130斤】,3008687328681,10.1,0,5.6,【港风镂空美背】港风辣妹后背镂空美背吊带背心女设计感带胸垫打底外穿短款上衣／件,黑色均码【建议体重75-130斤】,13.5,16.8,模糊匹配,C,16.9,13.5,普通商品(中毛利),10.2
大拇指挂钩理线器 桌面数据线收纳充电线固定器墙面无痕免打孔粘钩/个,五个装,3003185061481,0.6,0,0.6,大拇指挂钩理线器桌面数据线收纳充电线固定器墙面无痕免打孔粘钩／个(颜色随机),颜色随机*1个,0.5,0.6,模糊匹配,C,0.9,0.5,普通商品(低毛利),0.9
【无痕透气】芒果硅胶胸贴薄款文胸隐形内衣胸贴女婚纱聚拢小胸大胸内衣 1/件,肤色透气款D罩杯*1对,3008667536617,4.9,0,1.7,,,,,无匹配,C,5.9,4.2,普通商品(中毛利),3.5
汽车反光贴 适用于汽车身反光标识3V反光条警示条货车红白年审反光胶带/张,5cm*28.5cm一张红白反光材料,3008648596418,0.6,0,0.2,,,,,无匹配,C,0.9,0.5,普通商品(中毛利),0.5
袜子春秋季女中筒纯色百搭潮流个性网红堆堆袜粗针松口中长筒女均码 /1双,080堆堆白色35-40码【袋装】,3008632998617,2.3,0,1.2,袜子,,,17.86,模糊匹配,C,17.9,17.9,普通商品(高毛利),3.5
新款拼色长款瑜伽裤子香鲸蓝瑜伽服速干无痕裸感健身服无缝显瘦透气运动裤／条,灰色L,3008612283610,19.2,0,10.78,新款拼色长款瑜伽裤子香鲸蓝瑜伽服速干无痕裸感健身服无缝显瘦透气运动裤／条,S码裤子*1条,21.14,32.0,模糊匹配,C,32.2,21.2,普通商品(中毛利),19.5
性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装 黑色/套,XL【38/85AB】,3008606856110,27.0,0,14.0,性感蕾丝小胸聚拢内衣女性胸罩无钢圈收副乳防下垂纯欲风文胸套装黑色／套,S【32/70AB】,32.6,45.0,模糊匹配,C,45.2,32.9,普通商品(中毛利),27.2
【尺寸可选】大理石纹礼品袋 节日送礼手提袋配丝带服装收纳纸袋购物结婚伴手礼糖果袋子/个,蓝色小号18*16*10cm,3009725301420,1.7,0,1.1,【尺寸可选】大理石纹礼品袋节日送礼手提袋配丝带服装收纳纸袋购物结婚伴手礼糖果袋子／个,小号(18x16x10cm)*1个,1.99,2.8,模糊匹配,C,2.9,1.9,普通商品(中毛利),1.9
马丁靴男高帮英伦风切尔西靴潮鞋工装 春季机车黑色男鞋/双,ZQ02黑色41,3008604295027,36.0,0,27.5,,,,,无匹配,C,96.2,68.9,普通商品(中毛利),57.9
【冰丝无痕打底裤】冰丝安全裤内裤波纹白色打底防走光安全裤女夏天薄款保险短裤大码可外穿/条,白色【波浪款】XL码 115-135斤,3008603781316,7.2,0,3.0,冰丝无痕打底裤冰丝安全裤内裤波纹白色打底防走光安全裤女夏天薄款保险短裤大码可外穿／条,黑色,7.41,7.8,模糊匹配,C,7.9,7.5,普通商品(中毛利),4.9
【防磕防碰】L型防撞角 加厚加宽护角桌角保护套桌子包角宝宝婴儿防磕角转角贴/个,防撞角-草绿L型加厚角*1个,3008589061518,0.9,0,0.5,【防磕防碰】L型防撞角加厚加宽护角桌角保护套桌子包角宝宝婴儿防磕角转角贴／个,白色*1个(4个起购),5.1,1.3,模糊匹配,C,1.5,,普通商品(中毛利),0.9
【尺寸可选】大理石纹礼品袋 节日送礼手提袋配丝带服装收纳纸袋购物结婚伴手礼糖果袋子/个,粉色小号18*16*10cm,3007786364019,1.7,0,1.1,【尺寸可选】大理石纹礼品袋节日送礼手提袋配丝带服装收纳纸袋购物结婚伴手礼糖果袋子／个,小号(18x16x10cm)*1个,1.99,2.8,模糊匹配,C,2.9,1.9,普通商品(中毛利),1.9
【刺绣字母棒球帽】韩版百搭棒球帽女显脸小秋季软顶大头围百搭复古鸭舌帽男弯檐帽/顶,黑色*1个,3008584955218,9.5,0,4.2,【刺绣字母棒球帽】韩版百搭棒球帽女显脸小秋季软顶大头围百搭复古鸭舌帽男弯檐帽／顶,藏青色,11.2,12.0,模糊匹配,C,12.2,11.2,普通商品(中毛利),7.5
大颗粒散装DIY樂高积木,100大颗粒,3003160353167,8.3,0,4.9,,,,,无匹配,C,17.2,12.2,普通商品(中毛利),10.5
快递物流搬家纸箱 打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个,2号（53*23*14.5cm）,3008543500596,3.6,0,2.39,快递物流搬家纸箱打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个(需自行折叠封口),4号（35*19*23cm）,3.8,3.99,模糊匹配,C,3.9,3.9,普通商品(低毛利),2.9
【简约耐用】厚实洗脸盆 直径26/29/33cm蓝色大号塑料水盆洗衣洗菜盆洗脚小号盆子/个,蓝色中号29cm*11cm,3008532085776,2.9,0,2.0,【简约耐用】厚实洗脸盆直径26／29／33cm蓝色大号塑料水盆洗衣洗菜盆洗脚小号盆子／个,小号-26cm*1个,3.8,4.8,模糊匹配,C,4.9,3.9,普通商品(中毛利),2.9
复古夸张爱心耳环 女简约百搭金属耳钉冷淡风气质耳饰品高级感简约百搭金属耳钉耳饰品/对,,3002349758410,4.6,0,1.6,,,,,无匹配,C,5.9,4.2,普通商品(中毛利),3.5
【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋/双,鞋码44-45建议43-44脚黑色∵,3008526452614,8.4,0,3.8,【轻软底拖鞋】踩屎感eva夏季拖鞋女居家酒店学校宿舍浴室男女士凉拖鞋／双,白色36-37码*1双【适合33-34】,1.88,9.9,模糊匹配,C,9.9,1.9,普通商品(中毛利),5.9
【沙氏跳绳】小学生体育运动绳子初学者专用竞速跳绳不打结中学考试专业儿童跳绳／个,粉色一个,3008498147136,14.3,0,5.0,【运动跳绳】竞速跳绳体育运动学生考试专业跳绳成人健身锻炼燃脂跳绳儿童跳绳／条,曜石黑*1条,8.8,9.9,模糊匹配,C,9.9,8.9,普通商品(中毛利),5.9
【颜色可选】学院风纯色jk百褶裙 百褶裙学院风高腰a字群显瘦百搭短裙半身裙 1条,浅灰-常规L,3008480047116,17.4,0,9.1,,,,,无匹配,C,31.9,22.9,普通商品(中毛利),19.2
厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣 【两色可选】/套,肤色D罩杯,3008474509118,19.5,0,6.8,厚款聚拢胸贴上托小胸不掉显大漫画胸隐形无肩带婚纱礼服可用一次性文胸内衣【两色可选】／套,肤色A罩杯,24.8,39.9,模糊匹配,C,39.9,24.9,普通商品(高毛利),19.5
男士内裤裸感舒适简约透气亲肤活力纯色中腰平角裤1条,黑色（有印码）L 【建议80-100斤】,3008459001767,3.6,0,2.4,男士内裤裸感舒适简约透气亲肤活力纯色中腰平角裤1条,黑色3XL,2.9,9.9,模糊匹配,C,9.9,2.9,普通商品(中毛利),5.9
【双层气囊阀门】加厚卡通水晶双层游泳圈儿童游泳圈成人游泳圈充气游泳圈救生圈／个（未充气）,50#【蓝色】,3008454356015,5.9,0,3.4,【双层气囊阀门】加厚卡通水晶双层游泳圈儿童游泳圈成人游泳圈充气游泳圈救生圈／个（未充气）,充气后外径45cm,7.8,9.8,模糊匹配,C,9.9,7.9,普通商品(中毛利),5.9
【尺寸可选】磨砂透明手提袋 pp婚庆喜糖伴手礼袋子高级感生日礼品袋节日送礼/个,6号竖版【25*20*8,3008428085217,1.5,0,1.2,【尺寸可选】磨砂透明手提袋pp婚庆喜糖伴手礼袋子高级感生日礼品袋节日送礼／个,(13x15x6cm)*1个,1.2,1.5,模糊匹配,C,1.5,1.2,普通商品(低毛利),1.5
【臻选款】卡兰堡 男士内裤 莱卡绵平角裤男生透气四角短裤头衩四角内裤1条（颜色款式随机）,颜色随机XL,3008415678019,7.9,0,5.0,【臻选款】卡兰堡男士内裤莱卡绵平角裤男生透气四角短裤头衩四角内裤1条（颜色款式随机）,一条L（建议880-100斤）,13.16,13.16,模糊匹配,C,13.2,13.2,普通商品(中毛利),7.9
【多色可选】手缝线 家用302缝纫线手工diy小卷线牛仔裤涤纶线宝塔线缝衣服针线手提线／卷,红色,3008411975518,0.6,0,0.4,【多色可选】手缝线家用302缝纫线手工diy小卷线牛仔裤涤纶线宝塔线缝衣服针线手提线／卷,白色*1个,0.88,1.0,模糊匹配,C,1.2,0.9,普通商品(中毛利),0.9
【运动护踝】男女通用防崴脚环形加压防护脚踝护具双侧魔术贴跳绳篮球护脚腕用品／个,L右脚黑色,3008410281214,9.0,0,3.8,【运动护踝】男女通用防崴脚环形加压防护脚踝护具双侧魔术贴跳绳篮球护脚腕用品／个,M码(左脚)【建议39-41码】,14.5,15.0,模糊匹配,C,15.2,14.5,普通商品(中毛利),9.2
防锈镀锌铁丝1米 园林细铁丝扎丝绑线带家用手工DIY定型挂窗帘晾衣绳工地建筑铁丝线/份,1米  16号粗1.6mm,3008409533454,0.6,0,0.2,防锈镀锌铁丝1米园林细铁丝扎丝绑线带家用手工DIY定型挂窗帘晾衣绳工地建筑铁丝线／份,16号(1.6mm)*1份,0.88,1.0,模糊匹配,C,1.2,0.9,普通商品(高毛利),0.5
【 中国国旗脸贴】防水安全环保无异味 运动会班会团建装饰五星红旗脸贴/张（多规格可选）,飘动红旗一张18贴,3008407895516,0.6,0,0.2,,,,,无匹配,C,0.9,0.5,普通商品(中毛利),0.5
【运动鞋后跟贴】防磨鞋防掉跟缩码可剪裁加厚加宽调小鞋码自粘半码贴/双（杏色）,5mm,3008402505717,1.8,0,0.7,【运动鞋后跟贴】防磨鞋防掉跟缩码可剪裁加厚加宽调小鞋码自粘半码贴／双（杏色）,5mm,2.8,3.0,模糊匹配,C,3.2,2.9,普通商品(中毛利),1.9
【新款负重沙袋】铁砂负重沙袋绑手沙包绑腿沙袋瑜伽健身舞蹈沙袋室内室外形体锻炼跑步沙袋／个,粉红色0.5kg*1个,3008394207514,6.6,0,5.0,,,,,无匹配,C,17.5,12.5,普通商品(中毛利),10.5
【200克纯棉短袖】100%纯棉重磅短袖t恤男女同款打底衫短袖纯色黑色短袖情侣运动短袖/件,短袖 A85 白色XL,3008386986823,9.5,0,3.3,【200克纯棉短袖】100％纯棉重磅短袖t恤男女同款打底衫短袖纯色黑色短袖情侣运动短袖／件,M码【建议95-110斤】*1件,18.8,28.0,模糊匹配,C,28.2,18.9,普通商品(高毛利),9.5
【EVA瑜伽砖】120g练功砖成人儿童舞蹈砖块瑜伽砖密度泡沫砖彩砖120g／块,紫色120g,3008379172813,7.2,0,4.0,【EVA瑜伽砖】120g练功砖成人儿童舞蹈砖块瑜伽砖密度泡沫砖彩砖120g／块,X颜色随机,6.2,12.0,模糊匹配,C,12.2,6.2,普通商品(中毛利),7.5
【运动鞋垫】舒适软底吸汗透气软底军训踩屎感鞋垫男女鞋垫4d弹力柔软鞋垫/双,39-40码*1双,3008353520647,1.8,0,0.6,【运动鞋垫】舒适软底吸汗透气软底军训踩屎感鞋垫男女鞋垫4d弹力柔软鞋垫／双,45-46码*1双,7.5,7.9,模糊匹配,C,7.9,7.5,普通商品(高毛利),1.9
银色耳钉女 防过敏养耳棒简约新款潮简约小巧耳棍针耳饰耳环/对,银色光面5mm,3008338137518,4.3,0,1.5,耳钉女耳棒养耳洞防堵睡觉简约小巧防过敏的耳饰耳针/对,,2.38,3.5,模糊匹配,C,3.5,2.5,普通商品(中毛利),2.2
【规格可选】加厚PE自封袋 透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋/个,5×7cm*1个,3008333077222,0.1,0,0.1,【规格可选】加厚PE自封袋透明密封袋手机防水袋塑料封口袋包装袋子塑封袋收纳袋饰品袋／个,1号（约5*7cm）,0.01,0.1,模糊匹配,C,0.2,0.2,普通商品(中毛利),0.2
日系蕾丝甜美丝袜女夏季薄款防勾丝百搭洛丽塔lolita奶白色连裤袜1条,白色均码,3008318346084,7.8,0,4.5,jk日系白丝袜女纯欲夏季薄款蝴蝶结lolita白色连裤丝袜防勾丝女士丝袜甜美风（款式可选）,爱心白丝袜均码(80-150斤,6.9,6.9,模糊匹配,C,6.9,6.9,普通商品(低毛利),5.9
【3c认证】电动车头盔 男女四季通用防风保暖摩托车头盔防护头部电动车轻便半盔／个,3C认证【曜岩黑】透明短镜,3008294170871,16.8,0,10.26,【3c认证】电动车头盔男女四季通用防风保暖摩托车头盔防护头部电动车轻便半盔／个,茶色镜片黑色头盔*1个,18.8,28.0,模糊匹配,C,28.2,18.9,普通商品(中毛利),16.9
可爱奶牛大容量搬家打包袋／个 高颜值行李袋收纳袋子手提行李袋防尘编制袋【多规格可选】,奶牛标准特大号【80*27*56】-120L,3008292381453,10.2,0,5.7,【规格可选】搬家打包袋收纳袋子手提蛇皮口袋结实行李袋大容量麻袋编织袋/个（样式随机）,中号60*40*20cm/个,11.5,11.5,模糊匹配,C,11.5,11.5,普通商品(中毛利),6.9
快递物流搬家纸箱 打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个,4号（35*19*23cm）,3008278602824,3.6,0,1.32,快递物流搬家纸箱打包箱发货包装箱搬家打包收纳电商纸盒纸板箱子瓦楞纸／个(需自行折叠封口),4号（35*19*23cm）,3.8,3.99,模糊匹配,C,3.9,3.9,普通商品(中毛利),2.5
【高密珊瑚绒】珊瑚绒毛巾 35×75cm吸水不掉毛洗脸洗澡干发巾面巾/条(颜色随机),天蓝色35/75花边,3008267186373,3.3,0,2.0,毛巾,,,11.25,模糊匹配,C,11.2,11.2,普通商品(高毛利),5.9
达利美 9039 漱口杯轻奢高端刷牙漱口杯,香槟色,3001196102339,3.6,0,2.8,,,,,无匹配,C,9.9,7.2,普通商品(中毛利),5.9
南极人 男士冰丝内裤石墨烯抗菌平角裤男士内裤成人夏季薄款四角裤衩短裤/条(颜色随机),9903 4XL,3008252212063,7.1,0,4.9,南极人男士冰丝内裤石墨烯抗菌平角裤男士内裤成人夏季薄款四角裤衩短裤／条(颜色随机),XL码*1条【建议60-70公斤】,9.8,11.8,模糊匹配,C,11.9,9.9,普通商品(中毛利),7.2
银色耳钉女 防过敏养耳棒简约新款潮简约小巧耳棍针耳饰耳环/对,银色光面3mm,3008247488022,4.3,0,1.5,耳钉女耳棒养耳洞防堵睡觉简约小巧防过敏的耳饰耳针/对,,2.38,3.5,模糊匹配,C,3.5,2.5,普通商品(中毛利),2.2
达利美 9039 漱口杯轻奢高端刷牙漱口杯,透明色,3004846335781,3.6,0,2.8,,,,,无匹配,C,9.9,7.2,普通商品(中毛利),5.9
